Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation,Difference
USA,AL,2023,12,Female,18,Right-Handed,168.0,9,168.0,1,Car,15 ,0.389,45,Other,350,600,400,750,800,850,9,Same length,70,70,Same length,October,Summer,No,No,Seafood,Water,Other,6-8,4,6,Yes - other,Text messaging,250,275,30,27,2,16,2,3,10,5,1,14,0,4,Some,Undergraduate degree,Rap/Hip hop,Freeze time,Rich,Actor,"Wildlife, animals",0.0
USA,MA,2014,6,Female,12,Right-Handed,160.0,22,160.0,1,Bus,22,0.272,43,Soccer,500,450,600,600,500,500,23.5,Left foot,65,62,Index finger,September,Winter,Yes,No,Meat,Juice,English,7,10,4,Yes - other,In person,36,22,24,2,10,4,10,10,7,48,48,36,0,1,A lot,Graduate degree,Pop,Fly,Happy,Relative,Health,0.0
USA,AL,2023,12,Male,18,Right-Handed,182.0,28cm,182.0,1,Car,20min,0.355,57,Basketball,497,128,0,401,513,807,27cm,Right foot,8,8,Same length,April,Fall,No,No,Seafood,Soft drink (non-caffeinated),,8,10,5,Yes - broadband connection,,45,40,5,15,1,3,2,6,5,5,2,6,10,4,A lot,High school,Country,Super strength,Rich,Actor,Religious,0.0
USA,MA,2017,12,Male,17,Right-Handed,182.0,30,182.0,1,Car,15,.383,43,Baseball/Softball,1000,1000,1000,1000,650,1000,31,Left foot,88.9,107.9,Ring finger,October,Winter,No,No,Pizza/Pasta,Water,History,7,10,5,Yes - broadband connection,,15,20,30,1,14,1,10,25,7,5,5,1,0,3,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,Education/Youth development,0.0
USA,MA,2018,12,Female,18,Left-Handed,160.0,23,160.0,1,Bus,15,0.614,48,Table Tennis,1000,979,973,100,668,684,22,Right foot,70,76,Ring finger,July,Spring,No,No,Desserts,Coffee,Art,6,13,4,Yes - broadband connection,In person,0,1,2,0,3,8,0,15,10,1,15,15,0,3,A lot,Graduate degree,Other,Telepathy,Rich,Other,"Wildlife, animals",0.0
USA,AL,2015,12,Female,17,Right-Handed,155.4,21,155.4,1,Car,10,1.353,46,Soccer,,,,,,,21,Same length,65,65,Same length,October,Fall,No,No,Breads/Sandwiches,Water,Mathematics and statistics,7,8,5,Yes - other,Cell phone,60,65,8,4,8,12,2,0,10,24,24,3,8,5,A lot,Graduate degree,Country,Telepathy,Healthy,Relative,International aid,0.0
USA,AL,2023,12,Male,17,Right-Handed,178.0,26.8,178.0,1,Car,20,0.231,65,Baseball/Softball,0,0,250,0,250,1000,26.8,Same length,67,70,Ring finger,March,Spring,No,No,No favorite,Soft drink (caffeinated),Other,8.5,9.5,3,Yes - broadband connection,Internet chat or instant messaging,3,4,5,0,0,8,24,0,6,0,0,3,0,0,Very little,Undergraduate degree,,Super strength,Rich,Relative,Religious,0.0
USA,MA,2013,5,Female,10,Left-Handed,149.0,23,149.0,1,Walk,9,0.453,57,Walking/Hiking,1000,600,600,1000,100,300,21,Right foot,70,60,Index finger,February,Spring,Yes,No,No favorite,Water,Physical education,9.5,10.5,4,Yes - broadband connection,In person,0,0,24,1,53,70,10,15,0,0,3,2,0,29,Very little,Graduate degree,Pop,Freeze time,Famous,Actor,Health,0.0
USA,MA,2015,8,Female,14,Right-Handed,160.0,23,160.0,1,Bus,15,.469,51,Gymnastics,797,690,920,429,1000,1000,23,Same length,60,65,Ring finger,December,Summer,No,No,Pizza/Pasta,Coffee,Art,6,12,4,Yes - broadband connection,Internet chat or instant messaging,10,15,42,0,6,10,1,2,45,5,45,2,0,1,A lot,Graduate degree,Pop,Fly,Happy,Musician or singer,"Wildlife, animals",0.0
USA,AL,2023,12,Female,17,Right-Handed,152.0,15cm,152.0,1,Car,15 , 0.35,58,Dancing,551,251,631,503,0,214,18cm,Left foot,17,18,Index finger,July,Summer,No,No,Seafood,Soft drink (caffeinated),English,7,10,7,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",67,80,0,74+,0,15,0,0,40,40,5,5,22,5,Very little,Graduate degree,Rap/Hip hop,Telepathy,Happy,Other,Health,0.0
USA,FL,2016,11,Male,16,Ambidextrous,158.5,26.5,158.5,3,Bus,45,0.316,32.0,Dancing,600.0,400.0,800.0,400.0,0.0,300.0,26.5,Same length,70.0,80,Ring finger,December,Winter,No,No,Meat,Coffee,Science,8,6,12,Yes - broadband connection,Text messaging,200,190,64,0,32,0,14,4.0,64.0,14,14,3,12.0,0.0,Some,Graduate degree,Heavy metal,,Happy,Doctor or nurse,Environment,0.0
USA,FL,2019,12,Male,17,Right-Handed,183.0,25.4,183.0,1,Car,32 ,0.438,55.0,Basketball,834.0,717.0,294.0,594.0,1000.0,1000.0,25.1,Right foot,,,Index finger,March,Summer,Yes,No,Seafood,Water,Social studies,8,10,3,Yes - broadband connection,In person,51,61,7,10,15,14,16,7.0,17.0,2,80,1,0.0,4.0,A lot,Other,Rap/Hip hop,Invisibility,Famous,Actor,Education/Youth development,0.0
USA,FL,2011,12,Male,18,Left-Handed,180.0,26,180.0,1,Car,6,0.325,,Martial Arts,100.0,900.0,550.0,,950.0,900.0,26,Same length,85.0,85,Same length,March,Winter,Yes,No,Rice/Noodle dishes,Water,Social studies,9,7,5,Yes - other,In person,0,0,5,1,7,12,2,10.0,9.0,0,14,6,0.0,5.0,Some,Other,Techno/Electronic,Telepathy,Happy,Relative,Religious,0.0
USA,AL,2023,12,Male,18,Right-Handed,188.0,28,188.0,1,Car,15,0.28,10 ,Athletics,500,500,200,0,100,1000,28,Same length,70,73,Same length,January,Fall,No,,Meat,Milk,Science,8-9,8-9,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",7,0,15,20,0,10,30,10,10,20,10,5,25,8,Very little,Graduate degree,Country,Super strength,Happy,Sports person,Environment,0.0
USA,AL,2023,12,Female,18,Right-Handed,149.8,15.24,149.8,1,Car,30,63,87,Running/Jogging,300,100,100,100,200,1000,15.24,Right foot,85,85,Index finger,October,Spring,No,No,Meat,Coffee,History,9,9,2,Yes - other,Cell phone,4,7,180,200,24,200,200,0,200,300,200,200,180,0,Very little,Graduate degree,Pop,Telepathy,Rich,Friend,Other,0.0
USA,FL,2019,12,Female,17,Right-Handed,168.0,22,168.0,1,Car,20,0.16,71.0,Gymnastics,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,22,Same length,75.0,70,Index finger,March,Fall,No,No,Desserts,Water,Other,6,10,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",34,46,24,3,3,20,6,0.0,23.0,23,24,0,0.0,6.0,Some,Graduate degree,Country,Telepathy,Happy,Relative,Health,0.0
USA,AL,2023,12,Male,17,Right-Handed,176.0,27,176.0,1,Car,20,0.192,49,Other,508,513,524,610,0,0,27,Same length,70,70,Same length,July,Summer,No,No,Other,Soft drink (caffeinated),Other,3,8,6,Yes - broadband connection,Text messaging,30,30,40,3,1,3,2,0,0,2,0,0,40,4,A lot,High school,Country,Freeze time,Rich,Relative,Other,0.0
USA,AL,2012,5,Male,11,Ambidextrous,143.0,21,143.0,1,Car,10,0.287,54,Table Tennis,305,465,203,,973,888,20,Right foot,75,80,Ring finger,September,Fall,No,No,Pizza/Pasta,Soft drink (caffeinated),Mathematics and statistics,8,10,5,Yes - broadband connection,In person,11,7,35,4,2,30,10,15,1,3,15,10,1,1,Very little,Undergraduate degree,Rap/Hip hop,Fly,Famous,Other,Other,0.0
USA,FL,2014,12,Male,17,Right-Handed,172.0,25,172.0,2,Car,30,0.326,37.0,Running/Jogging,850.0,850.0,800.0,900.0,950.0,960.0,25,Same length,90.0,95,Ring finger,July,Spring,No,No,Fruit,Water,Social studies,6,9,5,Yes - broadband connection,Text messaging,156,240,6,2,5,6,7,0.0,12.0,8,20,4,0.0,3.0,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Politician,Environment,0.0
USA,AL,2021,12,Male,17,Right-Handed,177.0,25.4,177.0,2,Car,10,0.519,42,Soccer,1000,1000,1000,1000,100,100,22.86,Right foot,76,80,Ring finger,August,Fall,No,No,No favorite,Water,Physical education,7,9,5,Yes - broadband connection,Text messaging,10,5,0,35,63,10,7,35,12,3,35,0,0,0,A lot,Graduate degree,Rap/Hip hop,Fly,Rich,Relative,Health,0.0
USA,AL,2022,12,Male,18,Right-Handed,182.8,35.56,182.8,1,Car,15,0.666,52,,800,900,1000,1000,100,1000,35.55,Same length,87.5,,,February,Summer,No,No,Pizza/Pasta,Juice,History,6,8-9,4,Yes - dial-up connection,Text messaging,27,20,7,a lot,0,2,0,1,6,6,6,3,0,1,Very little,Graduate degree,Rap/Hip hop,Super strength,Rich,Friend,Health,0.0
USA,FL,2019,12,Male,16,Right-Handed,168.0,25,168.0,2,Car,30,0.641,40.0,Soccer,1000.0,950.0,950.0,1000.0,500.0,750.0,26,Left foot,90.0,80,Index finger,February,Summer,No,No,Meat,Water,Mathematics and statistics,8,10,5,Yes - broadband connection,Text messaging,40,50,10,2,10,12,6,8.0,5.0,7,10,3,0.0,1.0,Some,Graduate degree,Rap/Hip hop,Invisibility,Happy,Relative,International aid,0.0
USA,FL,2022,11,Male,17,Right-Handed,160.0,108,160.0,1,Car,2,0.7,20.0,Walking/Hiking,1000.0,1000.0,1000.0,1000.0,500.0,500.0,120,Same length,100.0,100,Ring finger,May,Winter,Yes,No,Meat,Soft drink (caffeinated),Computers and technology,7-8,2-4,4,Yes - broadband connection,Internet chat or instant messaging,100,100,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,Some,Graduate degree,Other,Freeze time,Healthy,Friend,Health,0.0
USA,AL,2023,12,Female,17,Right-Handed,150.0,20,150.0,2,Car,20,0.313,42,Gymnastics,684,1000,1000,1000,75,1000,20,Same length,80,70,Same length,August,Summer,Yes,No,Salads,Water,Mathematics and statistics,7,9,5,Yes - broadband connection,Text messaging,250,250,5,60,0,6,2,2,100,400,400,60,0,50,A lot,Graduate degree,Country,Super strength,Happy,Doctor or nurse,Education/Youth development,0.0
USA,FL,2019,12,Male,17,Right-Handed,180.0,31,180.0,1,Car,8,0.241,0.144,Football (American),3.0,2.0,4.0,1.0,6.0,5.0,31,Same length,80.0,80,Same length,July,Summer,Yes,No,Meat,Water,Physical education,8,8,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",40,40,15,1,6,20,10,1.0,2.0,1,5,2,3.0,4.0,Some,Graduate degree,Country,Super strength,Famous,Sports person,Health,0.0
USA,FL,2012,12,Male,17,Right-Handed,173.0,23,173.0,2,Car,45,0.705,47.0,Athletics,753.0,689.0,217.0,328.0,934.0,907.0,23,Same length,70.0,76,Ring finger,July,Winter,No,No,No favorite,Water,Mathematics and statistics,6,10,10,Yes - broadband connection,In person,200,210,20,4,14,5,13,1.0,4.0,7,14,1,0.0,3.0,Some,Graduate degree,Rhythm and blues (R&B),Freeze time,Happy,Other,Other,0.0
USA,AL,2023,12,Male,18,Right-Handed,180.0,25.4,180.0,1,Car,15,0.312,39,Baseball/Softball,588,786,436,150,300,600,25.4,Same length,50,50,Index finger,September,Summer,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,7,10,3,Yes - broadband connection,Telephone,10,15,50,20,0,10,15,1,0,10,10,10,10,1,A lot,Graduate degree,Pop,Fly,Happy,Sports person,Health,0.0
USA,FL,2017,12,Male,18,Left-Handed,175.0,28,175.0,2,Car,25,0.762,86.0,Athletics,800.0,600.0,400.0,800.0,1000.0,1000.0,28,Same length,90.0,90,Same length,July,Summer,Yes,No,Meat,Water,English,6,9,4,Yes - broadband connection,Text messaging,3,5,1,1,8,0,6,0.0,5.0,15,20,2,0.0,0.0,Some,Graduate degree,Pop,Freeze time,Famous,Musician or singer,"Arts, culture, sports",0.0
USA,AL,2022,12,Female,18,Right-Handed,162.6,21,162.6,1,Car,12,.414,64,Running/Jogging,0,0,500,500,700,1000,22,Right foot,70,65,Index finger,January,Spring,Yes,No,Pizza/Pasta,Water,,8,7,4,Yes - other,Text messaging,40,55,7,6,1,3,15,0,5,1,1,2,3,1,Very little,Graduate degree,Rap/Hip hop,Fly,Rich,Friend,Health,0.0
USA,FL,2018,12,Male,17,Right-Handed,193.0,26 ,193.0,2,Car,20,0.748,41.0,Basketball,965.0,975.0,950.0,950.0,200.0,975.0,30,Left foot,80.0,80,Same length,July,Winter,No,No,Meat,Water,History,6,10,3,Yes - other,Internet chat or instant messaging,3,4, 52,2,10,7,7,0.0,21.0,14,28,21,0.0,7.0,Some,Other,Rap/Hip hop,Invisibility,Rich,Sports person,Education/Youth development,0.0
USA,AL,2015,12,Male,17,Right-Handed,198.0,30.48,198.0,1.5,Car,3,.7,43,Football (American),400,100,200,200,800,800,30.58,Same length,76,79,Ring finger,April,Winter,No,No,No favorite,Water,Art,6,9,4,Yes - broadband connection,Text messaging,600,605,5,2,2,6,1,3,2,5,2,1,22,5,Some,Graduate degree,Country,Freeze time,Happy,Doctor or nurse,Health,0.0
USA,FL,2020,12,Female,17,Right-Handed,158.0,25,158.0,1,Car,9,0.531,37.0,Tennis,600.0,600.0,600.0,700.0,700.0,800.0,26,Left foot,78.0,80,Ring finger,April,Summer,No,No,Pizza/Pasta,Water,English,6.5,9.5,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",200,250,5,5,10,20,10,0.0,24.0,24,24,10,4.0,2.0,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Relative,Health,0.0
USA,FL,2017,12,Female,17,Right-Handed,170.0,26,170.0,1,Car,30,0.459,48.0,Other,200.0,50.0,200.0,500.0,700.0,1000.0,26,Same length,63.5,76.2,Ring finger,April,Summer,No,No,Pizza/Pasta,Water,English,7,10,3,Yes - other,Text messaging,50,50,40,6,10,4,20,0.0,60.0,40,30,15,2.0,10.0,Very little,Some college,Rap/Hip hop,Invisibility,Rich,Relative,International aid,0.0
USA,AL,2021,12,Female,17,Right-Handed,162.5,22,162.5,1,Car,15,.794,60,Walking/Hiking,1000,1000,1000,1000,800,900,22,Same length,70,75,Ring finger,August,Summer,Yes,No,Pizza/Pasta,Water,English,7,10,3,Yes - broadband connection,In person,15,18,70,10,1,10,10,0,50,10,50,20,0,5,Very little,Undergraduate degree,Other,Invisibility,Famous,Actor,International aid,0.0
USA,AL,2013,11,Female,16,Right-Handed,160.0,8,160.0,1,Car,10,0.432,0.505,Gymnastics,100,100,100,100,100,1000,8,Same length,7,7,Same length,April,Summer,No,No,Seafood,Water,Art,9,6,4,Yes - broadband connection,Text messaging,120,120,20,1,10,20,6,0,3,10,10,10,0,5,A lot,Graduate degree,Gospel,Fly,Healthy,Religious figure,Religious,0.0
USA,FL,2023,12,Female,17,Right-Handed,160.0,240,160.0,1,Car,13.5,0.439,34.0,Dancing,481.0,230.0,674.0,487.0,257.0,428.0,235,Right foot,73.0,75,Ring finger,June,Summer,Yes,No,Pizza/Pasta,Water,Other,7,10,2,Yes - broadband connection,Text messaging,215,524,15,24,10,4,7,12.0,5.5,13,6.5,21.5,0.0,1.0,A lot,Graduate degree,Pop,Invisibility,Happy,Actor,Health,0.0
USA,FL,2015,7,Male,12,Right-Handed,152.0,80,152.0,1,Car,30,0.828,51.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,80,Same length,200.0,300,Index finger,September,Winter,No,No,Meat,Milk,Art,6,10,5,Yes - broadband connection,Text messaging,0,0,0,0,5,4,0,2.0,7.0,4,8,7,0.0,2.0,A lot,Some college,Punk rock,Freeze time,Healthy,Musician or singer,Environment,0.0
USA,FL,2018,12,Male,17,Left-Handed,187.0,24,187.0,1,Car,15,0.897,55.0,Lacrosse,1.0,6.0,5.0,4.0,3.0,2.0,24,Same length,95.0,80,Index finger,March,Summer,No,No,Meat,Water,History,7.5,10,5,Yes - broadband connection,Internet chat or instant messaging,30,25,12,1,5,5,6,3.0,6.0,67,24,8,16.0,3.0,Very little,Undergraduate degree,Rap/Hip hop,Fly,Happy,Relative,"Wildlife, animals",0.0
USA,FL,2018,12,Female,17,Right-Handed,175.2,23.75,175.2,2,Car,10,0.692,46.0,Other,,,,,,,23.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
USA,FL,2016,12,Female,17,Right-Handed,165.0,19,165.0,1,Car,10,0.444,60.0,Gymnastics,400.0,500.0,500.0,400.0,600.0,500.0,21,Left foot,8.0,6,Index finger,July,Fall,No,No,Breads/Sandwiches,Water,Art,7,10,3,Yes - broadband connection,In person,100,200,10,1,10,10,2,0.0,2.0,4,1,7,0.0,2.0,A lot,Graduate degree,Other,Invisibility,Rich,,Education/Youth development,0.0
USA,FL,2013,12,Male,17,Right-Handed,179.6,26.6,179.6,1,Car,20,,,Other,,,,,,,26.8,Left foot,9.5,10.1,Ring finger,November,Fall,No,No,Meat,Water,Science,7,9,6,Yes - broadband connection,In person,10,10,60,1,3,50,10,1.0,1.0,2,6,1,1.0,2.0,Very little,Graduate degree,Reggae,Freeze time,Happy,Sports person,Health,0.0
USA,AL,2023,12,Female,18,Right-Handed,162.5,335.2,162.5,1,Car,15,0.405,42,,8,6,7,7,2,4,162.5,Same length,7.8,7.7,Index finger,April,Summer,No,Yes,Meat,Coffee,History,8,12,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",8,9,5,0,0,12,0,9,15,1,3,4,5,3,Some,Some college,Country,Telepathy,Happy,Other,Education/Youth development,0.0
USA,FL,2018,10,Female,17,Right-Handed,152.4,26.67,152.4,1,Car,12,0.409,35.0,Baseball/Softball,1000.0,500.0,200.0,500.0,200.0,500.0,26.67,Same length,70.0,75,Ring finger,July,Fall,Yes,No,Meat,Coffee,English,8,7,7,Yes - other,In person,3,7,3,1,1,7,2,3.0,9.0,3,12,5,0.0,2.0,Some,Graduate degree,Other,Invisibility,Rich,,"Arts, culture, sports",0.0
USA,FL,2018,12,Female,17,Right-Handed,175.2,23.75,175.2,2,Car,10,0.692,46.0,Other,,,,,,,23.70,Right foot,7.2,7.3,Ring finger,June,Fall,Yes,Yes,Fruit,Water,Other,2,4,4 ,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",6,16,4,10,6,3,8,18.0,14.0,8,12,1,0.0,2.0,Some,Undergraduate degree,Rap/Hip hop,Fly,Rich,Musician or singer,International aid,0.0
USA,FL,2018,12,Female,17,Right-Handed,147.0,20,147.0,2,Car,30,0.644,40.0,Dancing,,,,,,,21,Left foot,6.35,6.35,Same length,December,Winter,Yes,No,Meat,Juice,Music,5,12,8,Yes - broadband connection,Internet chat or instant messaging,300,400,4,12,10,4,2,24.0,21.0,24,70,0,5.0,0.0,Some,Some college,Pop,Fly,Happy,Other,Other,0.0
USA,FL,2017,9,Female,13,Right-Handed,169.0,22.5,169.0,2,Car,5,0.315,50.0,Golf,500.0,400.0,900.0,700.0,200.0,100.0,22.6,Left foot,7.8,7.7,Ring finger,March,Spring,No,No,Rice/Noodle dishes,Sports drink,Art,7,10,2,Yes - other,Text messaging,20,20,80,0,20,50,30,0.0,0.0,3,1,2,0.0,1.0,Some,Some college,Classical,Telepathy,Happy,Sports person,"Arts, culture, sports",0.0
USA,FL,2018,12,Male,17,Right-Handed,173.0,27,173.0,1,Car,45,0.83,40.0,Lacrosse,250.0,100.0,100.0,50.0,150.0,250.0,27,Same length,75.0,70,Index finger,July,Summer,Yes,No,Meat,Tea,Physical education,6,9,4,Yes - other,Internet chat or instant messaging,15,20,10,1,12,5,17,2.0,3.0,0,3,5,0.0,9.0,A lot,Graduate degree,Rap/Hip hop,Telepathy,Rich,Business person,Education/Youth development,0.0
USA,AL,2015,12,Female,17,Ambidextrous,177.8,27.94,177.8,1,Car,3,.469,56,Basketball,,,,,,,27,Right foot,75,75,Same length,October,Winter,No,No,,Tea,Science,7,9,5,Yes - broadband connection,Cell phone,500,450,15,1,2,4,16,2,8,5,5,1,0,5,A lot,Other,Classical,Telepathy,Happy,Religious figure,Health,0.0
USA,FL,2013,12,Female,18,Right-Handed,168.0,27,168.0,1,Car,45,0.822,0.8,Golf,700.0,700.0,700.0,700.0,1000.0,1000.0,27,Same length,75.0,70,Index finger,August,Summer,No,No,Fruit,Water,English,8,10,5,Yes - broadband connection,Text messaging,200,215,45,1,1,24,30,0.0,3.0,2,4,2,0.0,2.0,Some,Graduate degree,Country,Invisibility,Famous,Relative,Health,0.0
USA,FL,2023,12,Male,18,Right-Handed,182.0,26,182.0,1,Car,25,0.298,44.0,Football (American),0.0,0.0,0.0,0.0,1000.0,1000.0,26,Same length,8.0,8.5,Same length,October,Summer,No,No,Meat,Water,Physical education,6,8,2,Yes - other,Text messaging,34,34,1,1,3,4,6,5.0,7.0,8,8,7,9.0,9.0,Some,Some college,Rap/Hip hop,Super strength,Rich,Sports person,Environment,0.0
USA,FL,2021,12,Female,17,Right-Handed,160.0,26.67,160.0,2,Car,30,0.289,39.0,Other,1000.0,850.0,750.0,850.0,500.0,500.0,26.67,Same length,65.0,68,Ring finger,March,Spring,No,No,Seafood,Water,Mathematics and statistics,7,10,3,Yes - broadband connection,Internet chat or instant messaging,,,10,2,7,10,20,0.0,5.0,15,30,14,16.0,3.0,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Doctor or nurse,Education/Youth development,0.0
USA,FL,2018,12,Male,17,Right-Handed,187.0,24,187.0,2,Car,10,0.826,46.0,Golf,400.0,400.0,600.0,750.0,700.0,900.0,24,Same length,100.0,100,Index finger,December,Winter,No,No,Pizza/Pasta,Juice,History,8,6,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",300,300,10,10,1,3,10,0.0,4.0,4,4,0,0.0,0.0,Some,Graduate degree,Pop,Invisibility,Rich,Sports person,Health,0.0
USA,AL,2021,12,Female,18,Right-Handed,166.4,23,166.4,1,Car,13,.725,35,Soccer,887,626,230,904,100,813,23,Same length,75,80,Ring finger,January,Summer,No,No,Seafood,Water,Art,8.5,8,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",19,23,36,57,5,0,10,2,22,3,11,9,26,2,A lot,Other,Other,Fly,Rich,Actor,"Wildlife, animals",0.0
USA,FL,2018,6,Female,11,Ambidextrous,150.0,26,150.0,1,Car,15,0.447,52.0,Athletics,500.0,500.0,300.0,600.0,1000.0,1000.0,24,Right foot,70.0,70,Same length,June,Spring,No,No,Seafood,Soft drink (caffeinated),Physical education,7,5,6,Yes - other,Text messaging,0,0,10,2,5,28,7,1.0,4.0,1,7,4,1.0,1.0,Some,Graduate degree,Rap/Hip hop,Super strength,Healthy,Friend,Health,0.0
USA,AL,2021,12,Male,16,Right-Handed,180.0,26.5,180.0,3,Rail (Train/Tram/Subway),16,0.594,39,Basketball,500,689,900,900,1000,1000,26.5,Same length,95,95,Ring finger,April,Winter,Yes,No,Desserts,Soft drink (caffeinated),Music,7,10,4,Yes - broadband connection,Text messaging,80,120,50,1,3,20,22,30,20,2,4,1,0,2,Very little,High school,Pop,Freeze time,Happy,Business person,"Wildlife, animals",0.0
USA,FL,2013,12,Male,17,Right-Handed,179.6,26.6,179.6,1,Car,20,,,Other,,,,,,,26.8,Left foot,9.5,10.1,Ring finger,November,Fall,No,No,Meat,Water,Science,7,9,6,Yes - broadband connection,In person,10,10,60,1,3,10,,,,,,,,,,,,,,,,0.0
USA,FL,2020,12,Female,18,Right-Handed,172.0,23,172.0,1,Car,30,0.427,51.0,Other,684.0,684.0,487.0,781.0,930.0,1000.0,24,Left foot,97.0,94,Index finger,September,Summer,No,No,Rice/Noodle dishes,Tea,Social studies,4,6,2,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",30,57,21,1,35,1,9,0.0,20.0,19,30,30,0.0,21.0,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Politician,Other,0.0
USA,AL,2022,12,Female,17,Right-Handed,157.0,20,157.0,1,Car,15,0.328,35,Other,100,10,10,10,100,1000,20,Same length,7,7,Same length,May,Summer,No,No,No favorite,Tea,History,8,5,6,Yes - broadband connection,Internet chat or instant messaging,5,20,70,50,0,15,0,0,100,80,100,80,0,0,Some,Graduate degree,Country,Telepathy,Famous,Relative,Health,0.0
USA,FL,2018,12,Male,16,Right-Handed,197.0,30,197.0,1,Car,15,0.244,37.0,Football (American),75.0,96.0,70.0,578.0,1000.0,1000.0,30,Same length,100.0,110,Ring finger,February,Summer,No,No,Meat,Water,Physical education,4,8,7,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",4,10,5,1,3,3,9,14.0,100.0,1,167,1,8.0,60.0,A lot,Graduate degree,Rap/Hip hop,Super strength,Rich,Musician or singer,Health,0.0
USA,FL,2017,12,Male,16,Right-Handed,184.0,28,184.0,1,Car,5,0.048,53.0,Other,950.0,200.0,300.0,850.0,800.0,1000.0,27,Right foot,95.0,105,Ring finger,May,Summer,No,No,Breads/Sandwiches,Water,Science,5,12,5,Yes - broadband connection,Text messaging,100,700,47,1,15,15,14,1.0,18.0,16,56,1,0.0,1.0,,Graduate degree,Pop,Freeze time,Happy,Relative,"Wildlife, animals",0.0
USA,AL,2021,12,Female,18,Right-Handed,162.5,24.13,162.5,1,Car,3,.371,61,Other,1000,500,500,500,1000,1000,24.13,Same length,69,69,Same length,January,Winter,No,No,Rice/Noodle dishes,Water,History,8,7-8,4,Yes - broadband connection,Text messaging,15,15,84,1,12,84,0,0,6,46,46,46,14,5,A lot,Undergraduate degree,Country,Telepathy,Famous,Actor,"Wildlife, animals",0.0
USA,AL,2021,12,Male,17,Left-Handed,177.8,33.02,177.8,1,Car,5,0.402,47,Football (American),0,850,"1,000",500,900,"1,000",33.02,Same length,76.2,76.2,Same length,July,Spring,Yes,No,Meat,Water,Mathematics and statistics,8,9,2,Yes - other,Internet chat or instant messaging,10,25,3,15,7,7,6,20,40,40,40,20,1,3-4,A lot,Some college,Gospel,Invisibility,Happy,Religious figure,Religious,0.0
